dialog,emotion
"['Could you tell me where the cereal is', ""If you go to the breakfast aisle , you'll find the cereal there"", 'What aisle is that', ""You'll find it by the oatmeal and breakfast bars"", 'I know where that is at', 'Is there anything else you need help finding', 'Could you point me toward the dishwashing detergent', ""That's over by the paper towels and toilet paper"", ""I didn't even think about that"", ""That's where it is"", 'Thank you so much for helping me', 'Let me know if you need anything else']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]"
"['Is Tom here', 'Speaking']","[0, 0]"
"['Your family must be busy shopping for Christmas , now', 'Oh yeah and decorating the house too was colored paper and pictures', 'they will put a Christmas tree just inside the front door , pained toys and colored electric lights along the branches and plays all the gift packages under it  Woo , your home will beautiful on Christmas', 'Sure thing', 'I do wish your christmas and happy new year', 'Thanks']","[0, 0, 4, 4, 0, 4]"
"['May I sit here', 'By all means']","[0, 4]"
"['We have made some adjustment on the prices , and this is renewed price list', 'Thank you for allowing us 3 % reduction , but still we find your price is on the high side', ""This is our rock-bottom price and we can't make any further reduction"", 'If so , we find it difficult for us to go on with our talks', ""Then , what's your countr-offer"", 'This is our counter-offer', 'We are sincere to make business with you , but the difference between your counter-offer and our price is too great', 'So are we , our counter-offer is in line with the world market', 'How about meeting each other half-way in order to conclude the business', 'Agreed']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Would you like to make a donation', 'Donations for what', 'It ’ s for the campaigns', 'How much money are you trying to raise', 'It doesn ’ t matter how much', 'What are you doing to raise money', 'We go door to door asking for donations', 'You should try other fundraisers', 'Like what', 'You can always wash cars and sell candy', 'That ’ s a great idea', 'That ’ ll help you make more money']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['What did you exactly do there', ""I was responsible for helping patients restore their organic functions , training them in speech and organism , carrying our massage and physiotherapy , taking care of patients ' nutrition and diet"", 'What do you think are the qualifications for being a doctor', 'They are sense of post , mentality quality , first aid ability , emergency adjustment , and law consciousness']","[0, 0, 0, 0]"
"['Could you please pass me the salt', 'There you go']","[0, 0]"
"['You stink', ""I'll go take a shower""]","[2, 0]"
"['Is Tom available please', ""He's on the other line , can you hold for a minute"", 'Sure', ""He'll be right with you""]","[0, 0, 0, 0]"
"[""We'd better have a brief talk about the loading port"", 'We are always willing to choose the big ports as the loading ports', ""What's your unloading port , please"", ""As most of our clients are near Tianjin , we'd like to appoint Tangle as the unloading port""]","[0, 0, 0, 0]"
"['Just whose fault is this damage', 'The order was in good shape when it left out factory', ""It certainly didn't arrive here that way"", ""We'll make it right with you , of course"", 'How about taking the damaged portion at a lower price', 'What kind of price did you want', 'I was thinking of 30 % off', 'That will probably be Ok']","[0, 0, 1, 0, 0, 0, 0, 0]"
"['Which aisle has the produce', ""Aisle A is where you'll find all the produce"", 'Are cherries on sale today', ""I don't know , but I'm sure the produce person can tell you""]","[0, 0, 0, 0]"
"['About my driving test , did I do well', 'You did a fabulous job', 'Are you telling me that I passed the test', ""That's what I'm telling you"", 'What did I mess up on', 'You did mess up a little on one thing', 'Tell me', 'You had a little trouble on your parallel parking', ""That's not easy for me"", ""That's something that you really need to work on"", 'Am I still going to get my license', ""You're still going to get it""]","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['I need somebody to come over and fix my internet', ""What's wrong with it"", ""For some reason it's just not connecting"", 'How long have you been having this problem', ""It hasn't been working the past few days"", 'Does the internet come up at all', ""It does , but it won't connect to anything"", ""Well , the internet isn't down , so there must be something wrong with your connection"", 'Could you send someone to fix it today', ""I'll send somebody over right away to fix it"", 'When will they be here', 'They should be there in the next hour']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[""Let's eat out"", 'Good idea']","[0, 4]"
"['Sorry , I need a trip to the bog', 'Please yourself']","[0, 0]"
"['Why are you in court today', 'I got a ticket , and I would like to fight it', 'Is the officer that pulled you over here today', ""He's here"", 'Tell me what happened', ""The officer says that I ran a red light , but I didn't"", ""The officer wouldn't lie about that"", ""He must've , because the signal had a camera on top of it"", 'There was no picture taken of your license plate', ""I don't believe it took my picture"", ""I'm just going to let you go"", 'I appreciate that']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Could you baby-sit for me tonight', ""I'd be glad to""]","[0, 4]"
"['George , did you remember to buy me the book', 'Sorry , darling , I forgot', 'When will you buy it then', ""I promise you'll have it tomorrow""]","[0, 5, 0, 0]"
"[""What's combined transportation"", ""If the goods are to be transshipped from one means of transportation to another during the course of the entire voyage , it's called ' combined transportation '"", 'Why is it necessary', ""It's simpler and cheaper to arrange multi-model combined transportation""]","[0, 0, 0, 0]"
"['Excuse me , what time do you expect to land in Berlin', 'We should be there by 5 this afternoon', 'Do you have any idea how long it will take to clean customs', 'Well , it all depends on traffic from other arriving aircraft']","[0, 0, 0, 0]"
"['Where did you work as a teacher before', 'I taught English in a primary school in Beijing', 'What teaching experience have you had', 'I am equipped with much experience in teaching for more than 30 years and I also edit teaching materials by myself']","[0, 0, 0, 0]"
"['Wow , this is the famous Empire State Building', ""It's huge"", 'Would you like to go to the top', 'Yes , of course', 'The view is breathtaking']","[0, 0, 0, 0, 4]"
"['I am starving', ""Didn't you just eat"", ""I'm still hungry"", 'We ate everything from dinner', 'I just need a snack', 'What are you going to make', ""I don't have the slightest clue"", 'Go make a sandwich', ""I'm not sure what kind I want"", ""Why don't you make a peanut butter and jelly sandwich"", 'I think I will do that', 'Maybe you should']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Have you been feeling OK lately', 'My coach wants you to check my blood pressure', 'Has anyone ever told you that you had high blood pressure', 'I don ’ t have any symptoms of high blood pressure', 'People with high blood pressure seldom know they have it , which is why we call it the silent killer', 'What test do you do for high blood pressure', 'We will pump air into this cuff to get a reading', 'When you get the reading , what information does it give you', 'It tells me how hard your heart pumps blood and how much your arteries relax at rest', 'I am hoping that this test goes well for me']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['I want to get some cable', 'Do you know what package you want to get', 'What packages do you have', 'We have movie channel packages', 'What else have you got', 'You can get the sports package', 'Is there a package with basic and movie channels', 'We have that package', 'Let me get that package', 'Is there anything else you would like', ""That's everything , but can I add channels later"", 'You will be able to add or get rid of channels another day']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['What am I supposed to do with this plastic cup', 'That cup is for a urine sample', 'How , exactly , does this work', 'This particular test calls for you to urinate into the cup after you have urinated a little into the toilet', 'When I finish , what should I do then', 'You need to leave the cup in the cubby in the restroom , and the lab tech will get it from the other side', 'What is my doctor testing me for', 'If there are bacteria in your urine , it could mean an infection somewhere', 'Will I know the results right away', 'Your doctor will be contacting you with the results']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[""I'd like to pick up my package"", 'Here is the notice', 'Could you show me your ID , Please', 'Sure , here you are', 'A moment , please']","[0, 0, 0, 0, 0]"
"[""What's good today"", ""The salmon is good toady , it's very fresh"", 'How is it done', ""It's cooked with lemon and savored with rice"", 'Sound nice , I will try it', ""You're meal also include soup and salad"", ""What's the soup of the day"", 'French onion soup , sir , what dressing would you like for your salad', 'Thousand Island , please']","[0, 4, 0, 0, 4, 0, 0, 0, 0]"
"['Are you all right', ""No , I'm not"", ""What's going on"", 'I was just robbed', 'Are you serious', 'Someone just robbed me', 'Did he hurt you', ""He took all my things , but he didn't hurt me"", ""I can't believe that"", 'I need to make a statement at the police station', ""I'll take you , if you'd like"", 'Thanks']","[0, 5, 0, 5, 0, 5, 0, 5, 6, 0, 0, 0]"
"[""I'm going crazy"", ""What's the matter"", ""I've got a dozen things to do and they all have to be done immediately"", 'Well , if there is anything I can do to help , let me know']","[1, 0, 0, 0]"
"['What is this for', ""It's the key for the safety deposit box"", 'Okay , thanks', ""You're welcome , glad to be of assistance""]","[0, 0, 4, 4]"
"[""I'm concerned about your car"", 'It will be fine', 'But I think I can help to fix it', ""No , don't give it another thought""]","[0, 0, 0, 0]"
"['This is our best product', 'How long will it take to make five hundred', ""They'll be done before the end of the week"", 'Good']","[0, 0, 0, 0]"
"['Hurry up , will you', ""What's the rush""]","[0, 0]"
"[""Everything's gone wrong"", ""I know , it's not as I had planned"", 'What are we going to do now', ""I'll speak to Bob , he'll be able to help us""]","[5, 5, 5, 0]"
"['How do you feel about this restaurant', 'I really liked it', 'I really enjoyed the food', 'What did you enjoy the most', 'I enjoyed the fish the most', 'The fish was pretty special , but I loved the dessert', 'The macadamia cake was out-of-this-world', 'I really felt that the service was exceptionally good', 'Yes , the service really added to the experience', 'I am looking forward to returning to this restaurant']","[0, 4, 4, 0, 0, 4, 4, 4, 4, 4]"
"['You have to help to the laundry today', 'Give me a break']","[0, 0]"
"['Have you got anything to declare , madam', ""No , I haven't"", 'Have you got any wine or spirits', ""No , I don't drink"", 'What about cigarettes or cigars', ""I've got some cigars"", 'How many , madam', 'Two small boxes']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Are utilities included in the rent', 'Gas and water are included', 'Do I have to pay for electricity myself', 'Yes , electricity is not included in the rent']","[0, 0, 0, 0]"
"['Good morning , madam', 'Good morning', 'May I help you', 'Yes , I want to change some money', 'This way , please', 'Thank you', ""You're welcome""]","[0, 0, 0, 0, 0, 0, 0]"
"['Did you vote', 'Of course', 'Who was your vote for President', 'My vote was for Barack Obama', 'I didn ’ t expect him to win', 'I had no doubt in my mind that he would win', 'What made you think that', 'Nobody could compete with him', 'I thought his race would have kept him from winning', 'Times are changing', 'That ’ s true', 'I support our new President 100 %']","[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0]"
"[""What're you doing now"", ""I'm watching TV"", ""You're supposed to clean your teeth before you go to bed"", 'I will', ""And don't ever forget it""]","[0, 0, 0, 0, 0]"
